intials,b,betas,time,LLF,converged
[0.09993779 0.02512241 0.04035955],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.00913116 0.06356031 0.08812983],-955.1497486,[ 0.29602321 -4.05806401],0.09375,nan,FALSE
[0.02680815 0.04309504 0.04885696],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.00412315 0.06860014 0.03080139],-933.9236321,[ 0.29549246 -4.05139856],0.109375,nan,FALSE
[0.07780697 0.04486578 0.01108241],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.02343786 0.01315216 0.02391942],0.023437862,[0.01315216 0.02391942],0.015625,-29.10049818,FALSE
[0.09542812 0.01515119 0.03141345],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.08817527 0.07510634 0.07350628],0.088175268,[0.07510634 0.07350628],0.03125,-27.22375061,FALSE
[0.05592471 0.06594717 0.06866434],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.09125073 0.09470754 0.01444425],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.00690805 0.00145328 0.01281532],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.08649651 0.08081664 0.07444551],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.08537853 0.03554226 0.05398539],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[0.06714811 0.01590499 0.08743862],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.03094869 0.00504891 0.04549916],0.030948685,[0.00504891 0.04549916],0.03125,-29.42191784,FALSE
[0.09413167 0.06092956 0.08111701],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.02179373 0.04836012 0.0453684 ],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
[3.58608119e-05 6.86889937e-02 6.85867249e-02],-848.1604047,[ 0.29319245 -4.02254817],0.09375,nan,FALSE
[0.00336915 0.05279624 0.08836573],-860.6766989,[ 0.29353786 -4.02690445],0.109375,nan,FALSE
[0.05644914 0.07239114 0.00394846],0.070326003,[0.04467209 0.12881489],0.03125,-23.01250872,TRUE
[0.04804958 0.09165783 0.052638  ],0.070326003,[0.04467209 0.12881489],0.015625,-23.01250872,TRUE
,,,0.03453125,,72
